ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
104880,Nataliya Dobrynska,Female,30.0,182 cm,70 kg,,UKR,2012 Summer Olympics,2012,Summer,,Athletics,"Heptathlon, Women",
104881,Claudia Tonn,Female,23.0,182 cm,72 kg,,GER,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104882,Yuki Nakata,Female,27.0,167 cm,55 kg,,JPN,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104883,Yuliya Akulenko,Female,27.0,173 cm,53 kg,,UKR,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104886,Karin Ruckstuhl,Female,24.0,181 cm,65 kg,,NED,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104885,Sonja Kesselschläger,Female,26.0,178 cm,65 kg,,GER,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104885,Sonja Kesselschläger,Female,30.0,178 cm,65 kg,,GER,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",
104891,Geraldine Pillay,Female,27.0,182 cm,71 kg,,RSA,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104887,Argyro Strataki,Female,29.0,173 cm,60 kg,,GRE,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104887,Argyro Strataki,Female,33.0,173 cm,60 kg,,GRE,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",
104893,Katura Marae,Female,15.0,160 cm,53 kg,,VAN,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104892,Sou Tit Linda,Female,15.0,163 cm,57 kg,,CAM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104892,Sou Tit Linda,Female,19.0,163 cm,57 kg,,CAM,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104888,Svetlana Sokolova,Female,23.0,176 cm,62 kg,,RUS,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104897,Winneth Dube,Female,32.0,168 cm,58 kg,,ZIM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104896,Rakia Al-Gassra,Female,22.0,170 cm,65 kg,,BRN,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104896,Rakia Al-Gassra,Female,26.0,170 cm,65 kg,,BRN,2008 Summer Olympics,2008,Summer,,Athletics,"200 metres, Women",
104894,Yuliya Nestsiarenka,Female,25.0,176 cm,62 kg,,BLR,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",Gold
104894,Yuliya Nestsiarenka,Female,25.0,176 cm,62 kg,Belarus,BLR,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104894,Yuliya Nestsiarenka,Female,29.0,176 cm,62 kg,,BLR,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104894,Yuliya Nestsiarenka,Female,29.0,176 cm,62 kg,Belarus,BLR,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 100 metres Relay, Women",
104895,Larisa Kruglova,Female,32.0,166 cm,63 kg,,RUS,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104895,Larisa Kruglova,Female,32.0,166 cm,63 kg,Russian Federation,RUS,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",Silver
104899,Danah Al-Nasrallah,Female,16.0,149 cm,45 kg,,KUW,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104898,Evangeline Ikelap,Female,22.0,157 cm,52 kg,,FSM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104890,Véronique Mang,Female,20.0,173 cm,59 kg,,FRA,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104890,Véronique Mang,Female,20.0,173 cm,59 kg,France,FRA,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",Bronze
104890,Véronique Mang,Female,28.0,173 cm,59 kg,,FRA,2012 Summer Olympics,2012,Summer,,Athletics,"100 metres, Women",
104889,Aleen Bailey,Female,24.0,170 cm,64 kg,,JAM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104889,Aleen Bailey,Female,24.0,170 cm,64 kg,,JAM,2004 Summer Olympics,2004,Summer,,Athletics,"200 metres, Women",
104889,Aleen Bailey,Female,24.0,170 cm,64 kg,Jamaica,JAM,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",Gold
104889,Aleen Bailey,Female,28.0,170 cm,64 kg,Jamaica,JAM,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 100 metres Relay, Women",
104902,Aminata Kamissoko,Female,19.0,175 cm,52 kg,,MTN,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104905,Bettina Müller,Female,31.0,173 cm,61 kg,,AUT,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104901,Ngerak Florencio,Female,21.0,160 cm,48 kg,,PLW,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104908,Philaylack Sackpraseuth,Female,17.0,160 cm,53 kg,,LAO,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104908,Philaylack Sackpraseuth,Female,21.0,160 cm,53 kg,,LAO,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104903,Yuliya Tabakova,Female,24.0,165 cm,55 kg,,RUS,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104903,Yuliya Tabakova,Female,24.0,165 cm,55 kg,Russian Federation,RUS,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",Silver
104907,Kaitinano Mwemweata,Female,20.0,165 cm,65 kg,,KIR,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104900,Lauryn Williams,Female,21.0,160 cm,67 kg,,USA,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",Silver
104900,Lauryn Williams,Female,21.0,160 cm,67 kg,United States,USA,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104900,Lauryn Williams,Female,25.0,160 cm,67 kg,,USA,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104900,Lauryn Williams,Female,25.0,160 cm,67 kg,United States,USA,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 100 metres Relay, Women",
104900,Lauryn Williams,Female,29.0,160 cm,67 kg,United States,USA,2012 Summer Olympics,2012,Summer,,Athletics,"4 × 100 metres Relay, Women",Gold
104900,Lauryn Williams,Female,31.0,160 cm,67 kg,Elana Meyers,USA,2014 Winter Olympics,2014,Winter,,Bobsleigh (Bobsleigh),"Two, Women",Silver
104912,Aleksandra Vojnevska,Female,23.0,166 cm,53 kg,,MKD,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104911,Basma Al-Eshosh,Female,27.0,172 cm,65 kg,,JOR,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104906,Sina Schielke,Female,23.0,169 cm,58 kg,,GER,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104906,Sina Schielke,Female,23.0,169 cm,58 kg,Germany,GER,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104904,Sherone Simpson,Female,20.0,163 cm,59 kg,,JAM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104904,Sherone Simpson,Female,20.0,163 cm,59 kg,Jamaica,JAM,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",Gold
104904,Sherone Simpson,Female,24.0,163 cm,59 kg,,JAM,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",Silver
104904,Sherone Simpson,Female,24.0,163 cm,59 kg,,JAM,2008 Summer Olympics,2008,Summer,,Athletics,"200 metres, Women",
104904,Sherone Simpson,Female,24.0,163 cm,59 kg,Jamaica,JAM,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 100 metres Relay, Women",
104904,Sherone Simpson,Female,28.0,163 cm,59 kg,,JAM,2012 Summer Olympics,2012,Summer,,Athletics,"200 metres, Women",
104904,Sherone Simpson,Female,28.0,163 cm,59 kg,Jamaica,JAM,2012 Summer Olympics,2012,Summer,,Athletics,"4 × 100 metres Relay, Women",Silver
104909,Endurance Ojokolo,Female,29.0,158 cm,54 kg,,NGR,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104909,Endurance Ojokolo,Female,29.0,158 cm,54 kg,Nigeria,NGR,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104910,Tetiana Tkalich,Female,29.0,163 cm,54 kg,,UKR,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104910,Tetiana Tkalich,Female,29.0,163 cm,54 kg,Ukraine,UKR,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104913,LaVerne Jones,Female,23.0,173 cm,68 kg,,ISV,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104913,LaVerne Jones,Female,23.0,173 cm,68 kg,,ISV,2004 Summer Olympics,2004,Summer,,Athletics,"200 metres, Women",
104913,LaVerne Jones,Female,27.0,173 cm,68 kg,,ISV,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104913,LaVerne Jones,Female,27.0,173 cm,68 kg,,ISV,2008 Summer Olympics,2008,Summer,,Athletics,"200 metres, Women",
104913,LaVerne Jones,Female,31.0,173 cm,68 kg,,ISV,2012 Summer Olympics,2012,Summer,,Athletics,"100 metres, Women",
104913,LaVerne Jones,Female,31.0,173 cm,68 kg,,ISV,2012 Summer Olympics,2012,Summer,,Athletics,"200 metres, Women",
104913,LaVerne Jones,Female,35.0,173 cm,68 kg,,ISV,2016 Summer Olympics,2016,Summer,,Athletics,"200 metres, Women",
104914,Robina Muqim Yaar,Female,18.0,180 cm,56 kg,,AFG,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104914,Robina Muqim Yaar,Female,22.0,180 cm,56 kg,,AFG,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
